shipment_id,customer_id,route_id,vehicle_id,driver_id,planned_departure,actual_departure,planned_arrival,actual_arrival,origin,destination,distance_km,fuel_cost,shipment_revenue,shipment_status,cargo_type
S318,C011,R006,V005,D010,2026-03-30 08:00:00,2026-03-30 08:19:00,2026-03-30 12:00:00,,Luxembourg,Liege,287,50,581,In Transit,General
S319,C007,R009,V002,D007,2026-03-30 15:00:00,2026-03-30 15:37:00,2026-03-30 19:00:00,2026-03-30 19:50:00,Luxembourg,Reims,202,125,155,Delivered,Pharma
S320,C014,R010,V008,D003,2026-03-30 07:00:00,2026-03-30 07:12:00,2026-03-30 11:00:00,,Luxembourg,Liege,142,40,599,In Transit,Chemicals
S321,C002,R001,V008,D005,2026-03-30 15:00:00,2026-03-30 15:11:00,2026-03-30 19:00:00,,Luxembourg,Paris,136,60,601,In Transit,General
S322,C014,R007,V007,D008,2026-03-30 07:00:00,2026-03-30 07:39:00,2026-03-30 11:00:00,,Luxembourg,Metz,52,29,646,In Transit,Pharma
S323,C017,R004,V001,D001,2026-03-30 10:00:00,2026-03-30 10:00:00,2026-03-30 14:00:00,,Luxembourg,Nancy,177,77,452,In Transit,Chemicals
S324,C017,R010,V005,D003,2026-03-30 07:00:00,2026-03-30 07:06:00,2026-03-30 11:00:00,,Luxembourg,Brussels,73,96,397,In Transit,Food
S325,C014,R003,V006,D008,2026-03-30 13:00:00,2026-03-30 13:38:00,2026-03-30 17:00:00,,Luxembourg,Liege,146,62,513,In Transit,General
S326,C001,R010,V009,D003,2026-03-30 08:00:00,2026-03-30 08:14:00,2026-03-30 12:00:00,2026-03-30 12:17:00,Luxembourg,Brussels,237,29,484,Delivered,Chemicals
S327,C004,R001,V001,D002,2026-03-30 13:00:00,2026-03-30 13:39:00,2026-03-30 17:00:00,2026-03-30 16:56:00,Luxembourg,Metz,277,117,226,Delivered,Chemicals
S328,C010,R007,V002,D009,2026-03-30 12:00:00,2026-03-30 12:09:00,2026-03-30 16:00:00,2026-03-30 15:51:00,Luxembourg,Liege,368,55,528,Delivered,General
S329,C004,R002,V008,D004,2026-03-30 13:00:00,2026-03-30 13:39:00,2026-03-30 17:00:00,2026-03-30 17:26:00,Luxembourg,Reims,152,87,635,Delivered,Pharma
S330,C006,R001,V009,D008,2026-03-30 10:00:00,2026-03-30 10:26:00,2026-03-30 14:00:00,,Luxembourg,Paris,296,104,340,In Transit,General
S331,C005,R002,V009,D002,2026-03-30 05:00:00,2026-03-30 05:05:00,2026-03-30 09:00:00,2026-03-30 09:53:00,Luxembourg,Nancy,101,85,336,Delivered,Food
S332,C002,R002,V003,D001,2026-03-30 09:00:00,2026-03-30 09:16:00,2026-03-30 13:00:00,,Luxembourg,Liege,234,100,536,In Transit,General
S333,C006,R006,V006,D008,2026-03-30 06:00:00,2026-03-30 06:02:00,2026-03-30 10:00:00,2026-03-30 10:07:00,Luxembourg,Reims,187,43,481,Delivered,Chemicals
S334,C013,R008,V005,D007,2026-03-30 07:00:00,2026-03-30 07:07:00,2026-03-30 11:00:00,,Luxembourg,Nancy,294,127,270,In Transit,General
S335,C014,R010,V008,D010,2026-03-30 07:00:00,2026-03-30 07:03:00,2026-03-30 11:00:00,2026-03-30 11:03:00,Luxembourg,Nancy,274,66,488,Delivered,Chemicals
S336,C016,R002,V007,D008,2026-03-30 14:00:00,2026-03-30 14:01:00,2026-03-30 18:00:00,2026-03-30 18:51:00,Luxembourg,Brussels,82,86,421,Delivered,General
S337,C017,R009,V010,D002,2026-03-30 15:00:00,2026-03-30 15:33:00,2026-03-30 19:00:00,2026-03-30 19:33:00,Luxembourg,Metz,388,83,593,Delivered,Chemicals
S338,C001,R003,V009,D008,2026-03-30 15:00:00,2026-03-30 15:24:00,2026-03-30 19:00:00,2026-03-30 18:56:00,Luxembourg,Metz,134,39,603,Delivered,Chemicals
S339,C002,R009,V004,D009,2026-03-30 08:00:00,2026-03-30 08:21:00,2026-03-30 12:00:00,,Luxembourg,Nancy,243,123,340,In Transit,General
S340,C003,R008,V008,D006,2026-03-30 12:00:00,2026-03-30 12:28:00,2026-03-30 16:00:00,,Luxembourg,Brussels,304,24,205,In Transit,Food
S341,C020,R010,V005,D009,2026-03-30 11:00:00,2026-03-30 11:02:00,2026-03-30 15:00:00,2026-03-30 15:01:00,Luxembourg,Reims,155,136,449,Delivered,Chemicals
S342,C011,R009,V010,D010,2026-03-30 05:00:00,2026-03-30 05:14:00,2026-03-30 09:00:00,,Luxembourg,Metz,386,113,563,In Transit,General
S343,C012,R005,V009,D009,2026-03-30 06:00:00,2026-03-30 06:14:00,2026-03-30 10:00:00,2026-03-30 10:33:00,Luxembourg,Liege,104,31,268,Delivered,Food
S344,C020,R004,V004,D002,2026-03-30 07:00:00,2026-03-30 07:26:00,2026-03-30 11:00:00,2026-03-30 11:22:00,Luxembourg,Metz,160,137,295,Delivered,Chemicals
S345,C015,R008,V010,D009,2026-03-30 06:00:00,2026-03-30 06:26:00,2026-03-30 10:00:00,2026-03-30 10:05:00,Luxembourg,Paris,305,21,643,Delivered,General
S346,C017,R003,V010,D003,2026-03-30 13:00:00,2026-03-30 13:27:00,2026-03-30 17:00:00,,Luxembourg,Nancy,115,46,496,In Transit,Chemicals
S347,C020,R004,V005,D007,2026-03-30 13:00:00,2026-03-30 13:24:00,2026-03-30 17:00:00,,Luxembourg,Liege,200,135,236,In Transit,Pharma
S348,C018,R006,V009,D004,2026-03-30 11:00:00,2026-03-30 11:38:00,2026-03-30 15:00:00,,Luxembourg,Paris,157,94,453,In Transit,Pharma
S349,C004,R006,V009,D008,2026-03-30 15:00:00,2026-03-30 15:11:00,2026-03-30 19:00:00,,Luxembourg,Reims,342,126,646,In Transit,Chemicals
S350,C013,R003,V001,D001,2026-03-30 11:00:00,2026-03-30 11:00:00,2026-03-30 15:00:00,2026-03-30 14:53:00,Luxembourg,Paris,186,61,393,Delivered,Chemicals
S351,C007,R009,V001,D006,2026-03-30 07:00:00,2026-03-30 07:03:00,2026-03-30 11:00:00,,Luxembourg,Metz,102,77,674,In Transit,Food
S352,C002,R007,V007,D007,2026-03-30 08:00:00,2026-03-30 08:32:00,2026-03-30 12:00:00,,Luxembourg,Nancy,210,33,113,In Transit,Chemicals
S353,C008,R006,V010,D009,2026-03-30 08:00:00,2026-03-30 08:39:00,2026-03-30 12:00:00,,Luxembourg,Nancy,358,70,298,In Transit,Chemicals
S354,C006,R009,V002,D007,2026-03-30 12:00:00,2026-03-30 12:11:00,2026-03-30 16:00:00,2026-03-30 16:13:00,Luxembourg,Brussels,269,91,669,Delivered,Chemicals
S355,C001,R006,V008,D003,2026-03-30 07:00:00,2026-03-30 07:10:00,2026-03-30 11:00:00,,Luxembourg,Brussels,128,102,152,In Transit,Chemicals
S356,C003,R006,V009,D004,2026-03-30 12:00:00,2026-03-30 12:36:00,2026-03-30 16:00:00,,Luxembourg,Paris,316,37,617,In Transit,Pharma
S357,C003,R006,V004,D004,2026-03-30 11:00:00,2026-03-30 11:34:00,2026-03-30 15:00:00,,Luxembourg,Nancy,219,104,469,In Transit,Chemicals
S358,C018,R001,V002,D006,2026-03-30 08:00:00,2026-03-30 08:39:00,2026-03-30 12:00:00,,Luxembourg,Metz,173,82,140,In Transit,Chemicals
S359,C009,R009,V005,D001,2026-03-30 11:00:00,2026-03-30 11:07:00,2026-03-30 15:00:00,,Luxembourg,Reims,241,150,556,In Transit,Food
S360,C017,R002,V002,D003,2026-03-30 05:00:00,2026-03-30 05:18:00,2026-03-30 09:00:00,2026-03-30 09:31:00,Luxembourg,Reims,323,21,167,Delivered,Pharma
S361,C004,R004,V009,D007,2026-03-30 15:00:00,2026-03-30 15:40:00,2026-03-30 19:00:00,2026-03-30 19:44:00,Luxembourg,Nancy,86,59,124,Delivered,Food
S362,C002,R003,V005,D009,2026-03-30 10:00:00,2026-03-30 10:02:00,2026-03-30 14:00:00,2026-03-30 13:59:00,Luxembourg,Brussels,344,78,364,Delivered,Food
S363,C014,R006,V001,D007,2026-03-30 11:00:00,2026-03-30 11:28:00,2026-03-30 15:00:00,,Luxembourg,Nancy,110,21,164,In Transit,General
S364,C010,R010,V002,D005,2026-03-30 06:00:00,2026-03-30 06:22:00,2026-03-30 10:00:00,2026-03-30 10:27:00,Luxembourg,Metz,245,121,131,Delivered,Food
S365,C013,R009,V005,D003,2026-03-30 07:00:00,2026-03-30 07:34:00,2026-03-30 11:00:00,2026-03-30 11:07:00,Luxembourg,Liege,396,115,111,Delivered,Pharma
S366,C018,R009,V002,D005,2026-03-30 06:00:00,2026-03-30 06:02:00,2026-03-30 10:00:00,2026-03-30 10:40:00,Luxembourg,Paris,226,74,522,Delivered,Pharma
S367,C007,R002,V003,D010,2026-03-30 07:00:00,2026-03-30 07:11:00,2026-03-30 11:00:00,2026-03-30 11:22:00,Luxembourg,Brussels,331,138,662,Delivered,General
S368,C004,R004,V010,D008,2026-03-30 09:00:00,2026-03-30 09:04:00,2026-03-30 13:00:00,,Luxembourg,Liege,232,52,340,In Transit,General
S369,C011,R008,V008,D006,2026-03-30 09:00:00,2026-03-30 09:39:00,2026-03-30 13:00:00,2026-03-30 13:14:00,Luxembourg,Reims,387,98,698,Delivered,Pharma
S370,C011,R007,V003,D001,2026-03-30 14:00:00,2026-03-30 14:36:00,2026-03-30 18:00:00,,Luxembourg,Liege,176,76,546,In Transit,Chemicals
S371,C016,R008,V008,D006,2026-03-30 10:00:00,2026-03-30 10:08:00,2026-03-30 14:00:00,,Luxembourg,Liege,299,47,279,In Transit,General
S372,C003,R002,V001,D009,2026-03-30 09:00:00,2026-03-30 09:08:00,2026-03-30 13:00:00,2026-03-30 13:23:00,Luxembourg,Nancy,65,123,317,Delivered,General
S373,C005,R006,V007,D004,2026-03-30 13:00:00,2026-03-30 13:16:00,2026-03-30 17:00:00,,Luxembourg,Reims,198,54,575,In Transit,General
S374,C020,R003,V009,D003,2026-03-30 11:00:00,2026-03-30 11:23:00,2026-03-30 15:00:00,2026-03-30 15:20:00,Luxembourg,Metz,131,65,679,Delivered,Pharma
S375,C016,R004,V002,D005,2026-03-30 12:00:00,2026-03-30 12:22:00,2026-03-30 16:00:00,2026-03-30 16:18:00,Luxembourg,Liege,169,30,311,Delivered,Chemicals
S376,C002,R001,V006,D002,2026-03-30 11:00:00,2026-03-30 11:30:00,2026-03-30 15:00:00,,Luxembourg,Nancy,316,90,369,In Transit,Pharma
S377,C019,R002,V009,D005,2026-03-30 11:00:00,2026-03-30 11:24:00,2026-03-30 15:00:00,,Luxembourg,Metz,164,123,461,In Transit,Chemicals
S378,C005,R008,V003,D004,2026-03-30 12:00:00,2026-03-30 12:30:00,2026-03-30 16:00:00,2026-03-30 16:54:00,Luxembourg,Brussels,313,91,316,Delivered,Pharma
S379,C020,R002,V004,D007,2026-03-30 07:00:00,2026-03-30 07:10:00,2026-03-30 11:00:00,,Luxembourg,Liege,108,143,590,In Transit,Food
S380,C001,R004,V001,D003,2026-03-30 08:00:00,2026-03-30 08:37:00,2026-03-30 12:00:00,2026-03-30 12:42:00,Luxembourg,Reims,353,61,237,Delivered,General
S381,C009,R003,V009,D007,2026-03-30 14:00:00,2026-03-30 14:09:00,2026-03-30 18:00:00,2026-03-30 18:11:00,Luxembourg,Reims,338,24,390,Delivered,General
S382,C016,R003,V004,D007,2026-03-30 08:00:00,2026-03-30 08:28:00,2026-03-30 12:00:00,,Luxembourg,Reims,123,66,623,In Transit,Chemicals
S383,C020,R010,V002,D004,2026-03-30 07:00:00,2026-03-30 07:21:00,2026-03-30 11:00:00,,Luxembourg,Metz,247,53,211,In Transit,General
S384,C005,R010,V002,D003,2026-03-30 08:00:00,2026-03-30 08:33:00,2026-03-30 12:00:00,,Luxembourg,Metz,364,29,644,In Transit,General
S385,C001,R007,V009,D007,2026-03-30 06:00:00,2026-03-30 06:30:00,2026-03-30 10:00:00,2026-03-30 10:59:00,Luxembourg,Liege,72,129,334,Delivered,Food
S386,C005,R005,V008,D004,2026-03-30 11:00:00,2026-03-30 11:22:00,2026-03-30 15:00:00,2026-03-30 15:44:00,Luxembourg,Brussels,195,124,363,Delivered,Pharma
S387,C001,R007,V004,D006,2026-03-30 05:00:00,2026-03-30 05:00:00,2026-03-30 09:00:00,2026-03-30 09:56:00,Luxembourg,Metz,235,47,258,Delivered,Food
S388,C009,R009,V007,D010,2026-03-30 15:00:00,2026-03-30 15:37:00,2026-03-30 19:00:00,,Luxembourg,Liege,363,90,506,In Transit,Pharma
S389,C006,R006,V009,D009,2026-03-30 11:00:00,2026-03-30 11:35:00,2026-03-30 15:00:00,,Luxembourg,Metz,179,98,691,In Transit,Chemicals
S390,C015,R003,V002,D004,2026-03-30 11:00:00,2026-03-30 11:08:00,2026-03-30 15:00:00,2026-03-30 15:19:00,Luxembourg,Reims,255,106,663,Delivered,General
S391,C005,R008,V010,D007,2026-03-30 07:00:00,2026-03-30 07:24:00,2026-03-30 11:00:00,2026-03-30 11:01:00,Luxembourg,Brussels,82,87,327,Delivered,Chemicals
S392,C013,R010,V009,D005,2026-03-30 06:00:00,2026-03-30 06:38:00,2026-03-30 10:00:00,2026-03-30 10:39:00,Luxembourg,Nancy,355,34,279,Delivered,Food
S393,C010,R004,V001,D010,2026-03-30 12:00:00,2026-03-30 12:00:00,2026-03-30 16:00:00,2026-03-30 16:56:00,Luxembourg,Reims,314,79,273,Delivered,General
S394,C003,R005,V007,D006,2026-03-30 10:00:00,2026-03-30 10:15:00,2026-03-30 14:00:00,2026-03-30 14:10:00,Luxembourg,Nancy,252,123,700,Delivered,Pharma
S395,C018,R005,V009,D010,2026-03-30 13:00:00,2026-03-30 13:00:00,2026-03-30 17:00:00,2026-03-30 17:01:00,Luxembourg,Liege,227,90,331,Delivered,Pharma
S396,C006,R007,V009,D002,2026-03-30 12:00:00,2026-03-30 12:25:00,2026-03-30 16:00:00,2026-03-30 16:23:00,Luxembourg,Reims,87,148,401,Delivered,Chemicals
S397,C018,R010,V005,D008,2026-03-30 06:00:00,2026-03-30 06:32:00,2026-03-30 10:00:00,,Luxembourg,Metz,338,143,349,In Transit,Chemicals
S398,C004,R005,V002,D007,2026-03-30 12:00:00,2026-03-30 12:29:00,2026-03-30 16:00:00,2026-03-30 16:51:00,Luxembourg,Nancy,162,78,423,Delivered,Food
S399,C008,R005,V002,D007,2026-03-30 10:00:00,2026-03-30 10:33:00,2026-03-30 14:00:00,2026-03-30 14:23:00,Luxembourg,Nancy,225,39,667,Delivered,Pharma
S400,C007,R010,V005,D003,2026-03-30 12:00:00,2026-03-30 12:20:00,2026-03-30 16:00:00,,Luxembourg,Nancy,399,68,610,In Transit,Pharma
S401,C007,R004,V004,D004,2026-03-30 08:00:00,2026-03-30 08:15:00,2026-03-30 12:00:00,,Luxembourg,Reims,232,59,209,In Transit,General
S402,C002,R008,V006,D010,2026-03-30 06:00:00,2026-03-30 06:31:00,2026-03-30 10:00:00,2026-03-30 10:59:00,Luxembourg,Liege,302,90,602,Delivered,Pharma
S403,C008,R010,V003,D001,2026-03-30 13:00:00,2026-03-30 13:17:00,2026-03-30 17:00:00,,Luxembourg,Reims,266,142,653,In Transit,General
S404,C006,R008,V002,D009,2026-03-30 13:00:00,2026-03-30 13:22:00,2026-03-30 17:00:00,,Luxembourg,Metz,211,22,112,In Transit,Pharma
S405,C012,R010,V005,D003,2026-03-30 11:00:00,2026-03-30 11:37:00,2026-03-30 15:00:00,2026-03-30 15:31:00,Luxembourg,Reims,184,80,375,Delivered,Food
S406,C006,R008,V007,D004,2026-03-30 14:00:00,2026-03-30 14:21:00,2026-03-30 18:00:00,,Luxembourg,Metz,240,113,510,In Transit,Chemicals
S407,C004,R005,V004,D009,2026-03-30 12:00:00,2026-03-30 12:11:00,2026-03-30 16:00:00,2026-03-30 16:19:00,Luxembourg,Metz,245,70,249,Delivered,Pharma
S408,C016,R003,V009,D009,2026-03-30 12:00:00,2026-03-30 12:00:00,2026-03-30 16:00:00,2026-03-30 16:43:00,Luxembourg,Nancy,211,144,407,Delivered,Chemicals
S409,C004,R003,V001,D004,2026-03-30 13:00:00,2026-03-30 13:36:00,2026-03-30 17:00:00,2026-03-30 17:40:00,Luxembourg,Liege,293,44,560,Delivered,Chemicals
S410,C018,R009,V005,D006,2026-03-30 09:00:00,2026-03-30 09:23:00,2026-03-30 13:00:00,,Luxembourg,Brussels,260,51,459,In Transit,Pharma
S411,C012,R006,V009,D008,2026-03-30 14:00:00,2026-03-30 14:36:00,2026-03-30 18:00:00,2026-03-30 18:26:00,Luxembourg,Nancy,278,40,490,Delivered,Chemicals
S412,C011,R007,V010,D010,2026-03-30 12:00:00,2026-03-30 12:40:00,2026-03-30 16:00:00,2026-03-30 16:11:00,Luxembourg,Metz,86,40,265,Delivered,Chemicals
S413,C010,R005,V010,D007,2026-03-30 08:00:00,2026-03-30 08:20:00,2026-03-30 12:00:00,,Luxembourg,Liege,277,112,633,In Transit,Food
S414,C005,R004,V005,D002,2026-03-30 11:00:00,2026-03-30 11:10:00,2026-03-30 15:00:00,2026-03-30 14:52:00,Luxembourg,Paris,135,121,205,Delivered,General
S415,C013,R009,V002,D002,2026-03-30 06:00:00,2026-03-30 06:30:00,2026-03-30 10:00:00,2026-03-30 09:53:00,Luxembourg,Liege,366,59,186,Delivered,Food
S416,C015,R003,V003,D009,2026-03-30 09:00:00,2026-03-30 09:14:00,2026-03-30 13:00:00,2026-03-30 13:26:00,Luxembourg,Paris,64,28,465,Delivered,Chemicals
S417,C018,R008,V003,D009,2026-03-30 12:00:00,2026-03-30 12:29:00,2026-03-30 16:00:00,,Luxembourg,Paris,352,136,677,In Transit,Food
S418,C012,R008,V009,D004,2026-03-30 13:00:00,2026-03-30 13:40:00,2026-03-30 17:00:00,,Luxembourg,Brussels,276,98,474,In Transit,Food
S419,C001,R001,V009,D003,2026-03-30 09:00:00,2026-03-30 09:09:00,2026-03-30 13:00:00,,Luxembourg,Liege,196,140,647,In Transit,General
S420,C001,R007,V005,D010,2026-03-30 12:00:00,2026-03-30 12:30:00,2026-03-30 16:00:00,,Luxembourg,Paris,53,115,293,In Transit,Food
S421,C008,R003,V007,D007,2026-03-30 13:00:00,2026-03-30 13:27:00,2026-03-30 17:00:00,,Luxembourg,Paris,184,40,532,In Transit,Pharma
S422,C010,R009,V005,D007,2026-03-30 13:00:00,2026-03-30 13:39:00,2026-03-30 17:00:00,,Luxembourg,Paris,85,66,239,In Transit,Chemicals
S423,C020,R008,V005,D010,2026-03-30 06:00:00,2026-03-30 06:40:00,2026-03-30 10:00:00,,Luxembourg,Metz,146,102,119,In Transit,Pharma
S424,C004,R005,V005,D003,2026-03-30 05:00:00,2026-03-30 05:34:00,2026-03-30 09:00:00,2026-03-30 09:13:00,Luxembourg,Nancy,274,22,338,Delivered,General
S425,C007,R006,V007,D005,2026-03-30 07:00:00,2026-03-30 07:00:00,2026-03-30 11:00:00,,Luxembourg,Metz,240,138,132,In Transit,Chemicals
S426,C013,R002,V009,D008,2026-03-30 06:00:00,2026-03-30 06:09:00,2026-03-30 10:00:00,2026-03-30 10:24:00,Luxembourg,Paris,148,84,490,Delivered,General
S427,C015,R004,V001,D004,2026-03-30 06:00:00,2026-03-30 06:15:00,2026-03-30 10:00:00,,Luxembourg,Metz,98,73,584,In Transit,Food
S428,C006,R001,V009,D009,2026-03-30 15:00:00,2026-03-30 15:19:00,2026-03-30 19:00:00,,Luxembourg,Brussels,179,143,405,In Transit,Pharma
S429,C008,R007,V006,D001,2026-03-30 10:00:00,2026-03-30 10:03:00,2026-03-30 14:00:00,2026-03-30 14:04:00,Luxembourg,Paris,191,50,505,Delivered,Pharma
S430,C020,R003,V006,D002,2026-03-30 05:00:00,2026-03-30 05:02:00,2026-03-30 09:00:00,,Luxembourg,Paris,130,147,193,In Transit,Chemicals
S431,C005,R009,V002,D003,2026-03-30 15:00:00,2026-03-30 15:03:00,2026-03-30 19:00:00,2026-03-30 19:35:00,Luxembourg,Metz,169,101,671,Delivered,Chemicals
S432,C012,R003,V005,D001,2026-03-30 12:00:00,2026-03-30 12:12:00,2026-03-30 16:00:00,2026-03-30 16:38:00,Luxembourg,Metz,274,95,655,Delivered,Food
S433,C012,R006,V008,D005,2026-03-30 08:00:00,2026-03-30 08:36:00,2026-03-30 12:00:00,2026-03-30 12:59:00,Luxembourg,Reims,333,61,170,Delivered,Pharma
S434,C018,R006,V008,D001,2026-03-30 12:00:00,2026-03-30 12:18:00,2026-03-30 16:00:00,,Luxembourg,Nancy,309,117,289,In Transit,General
S435,C003,R009,V007,D004,2026-03-30 14:00:00,2026-03-30 14:23:00,2026-03-30 18:00:00,2026-03-30 18:31:00,Luxembourg,Reims,399,147,664,Delivered,Pharma
S436,C014,R006,V002,D002,2026-03-30 14:00:00,2026-03-30 14:18:00,2026-03-30 18:00:00,,Luxembourg,Reims,387,37,144,In Transit,Pharma
S437,C016,R004,V002,D001,2026-03-30 07:00:00,2026-03-30 07:02:00,2026-03-30 11:00:00,2026-03-30 11:03:00,Luxembourg,Reims,378,119,601,Delivered,Chemicals
S438,C001,R004,V008,D002,2026-03-30 05:00:00,2026-03-30 05:23:00,2026-03-30 09:00:00,2026-03-30 08:59:00,Luxembourg,Metz,377,35,469,Delivered,Food
S439,C017,R001,V002,D005,2026-03-30 10:00:00,2026-03-30 10:03:00,2026-03-30 14:00:00,,Luxembourg,Brussels,160,44,203,In Transit,Pharma
S440,C017,R004,V010,D003,2026-03-30 13:00:00,2026-03-30 13:24:00,2026-03-30 17:00:00,2026-03-30 17:14:00,Luxembourg,Reims,335,126,208,Delivered,Chemicals
S441,C004,R003,V003,D009,2026-03-30 15:00:00,2026-03-30 15:29:00,2026-03-30 19:00:00,,Luxembourg,Metz,308,106,261,In Transit,Food
S442,C012,R007,V007,D006,2026-03-30 10:00:00,2026-03-30 10:20:00,2026-03-30 14:00:00,,Luxembourg,Reims,173,74,484,In Transit,Chemicals
S443,C013,R001,V001,D005,2026-03-30 10:00:00,2026-03-30 10:28:00,2026-03-30 14:00:00,,Luxembourg,Reims,58,54,409,In Transit,General
S444,C001,R005,V009,D009,2026-03-30 09:00:00,2026-03-30 09:14:00,2026-03-30 13:00:00,2026-03-30 13:30:00,Luxembourg,Reims,342,59,196,Delivered,General
S445,C009,R006,V010,D004,2026-03-30 12:00:00,2026-03-30 12:22:00,2026-03-30 16:00:00,2026-03-30 16:07:00,Luxembourg,Paris,181,96,194,Delivered,Food
S446,C016,R003,V008,D010,2026-03-30 14:00:00,2026-03-30 14:13:00,2026-03-30 18:00:00,2026-03-30 18:31:00,Luxembourg,Brussels,354,96,138,Delivered,Food
S447,C012,R007,V007,D002,2026-03-30 06:00:00,2026-03-30 06:03:00,2026-03-30 10:00:00,,Luxembourg,Paris,384,22,491,In Transit,General
S448,C018,R010,V003,D006,2026-03-30 09:00:00,2026-03-30 09:33:00,2026-03-30 13:00:00,2026-03-30 13:30:00,Luxembourg,Reims,163,59,151,Delivered,Food
S449,C014,R005,V007,D003,2026-03-30 12:00:00,2026-03-30 12:38:00,2026-03-30 16:00:00,2026-03-30 16:18:00,Luxembourg,Paris,222,41,587,Delivered,General
S450,C003,R007,V009,D007,2026-03-30 13:00:00,2026-03-30 13:25:00,2026-03-30 17:00:00,,Luxembourg,Nancy,116,54,592,In Transit,Pharma
S451,C008,R004,V002,D005,2026-03-30 12:00:00,2026-03-30 12:25:00,2026-03-30 16:00:00,2026-03-30 16:57:00,Luxembourg,Metz,215,42,215,Delivered,Food
S452,C007,R006,V006,D010,2026-03-30 11:00:00,2026-03-30 11:23:00,2026-03-30 15:00:00,,Luxembourg,Nancy,62,98,273,In Transit,Chemicals
S453,C002,R004,V004,D006,2026-03-30 14:00:00,2026-03-30 14:28:00,2026-03-30 18:00:00,2026-03-30 18:46:00,Luxembourg,Paris,93,48,155,Delivered,Pharma
S454,C001,R006,V002,D005,2026-03-30 14:00:00,2026-03-30 14:09:00,2026-03-30 18:00:00,,Luxembourg,Metz,291,25,439,In Transit,Pharma
S455,C017,R005,V009,D008,2026-03-30 13:00:00,2026-03-30 13:13:00,2026-03-30 17:00:00,2026-03-30 17:59:00,Luxembourg,Reims,122,24,485,Delivered,General
S456,C007,R010,V005,D001,2026-03-30 09:00:00,2026-03-30 09:10:00,2026-03-30 13:00:00,2026-03-30 13:26:00,Luxembourg,Metz,385,22,168,Delivered,Food
S457,C004,R001,V005,D007,2026-03-30 15:00:00,2026-03-30 15:17:00,2026-03-30 19:00:00,,Luxembourg,Paris,244,150,201,In Transit,Chemicals
S458,C007,R009,V008,D009,2026-03-30 12:00:00,2026-03-30 12:38:00,2026-03-30 16:00:00,2026-03-30 16:13:00,Luxembourg,Nancy,61,30,353,Delivered,Chemicals
S459,C006,R001,V006,D006,2026-03-30 10:00:00,2026-03-30 10:31:00,2026-03-30 14:00:00,,Luxembourg,Liege,370,97,341,In Transit,Chemicals
S460,C013,R001,V009,D005,2026-03-30 05:00:00,2026-03-30 05:40:00,2026-03-30 09:00:00,,Luxembourg,Paris,127,107,502,In Transit,Pharma
S461,C008,R010,V003,D007,2026-03-30 06:00:00,2026-03-30 06:24:00,2026-03-30 10:00:00,2026-03-30 10:43:00,Luxembourg,Liege,359,104,559,Delivered,Pharma
S462,C010,R009,V003,D007,2026-03-30 08:00:00,2026-03-30 08:08:00,2026-03-30 12:00:00,2026-03-30 12:07:00,Luxembourg,Paris,385,60,425,Delivered,General
S463,C011,R003,V001,D006,2026-03-30 13:00:00,2026-03-30 13:34:00,2026-03-30 17:00:00,2026-03-30 17:13:00,Luxembourg,Metz,260,97,553,Delivered,Chemicals
S464,C006,R001,V010,D010,2026-03-30 07:00:00,2026-03-30 07:12:00,2026-03-30 11:00:00,2026-03-30 11:06:00,Luxembourg,Liege,360,79,337,Delivered,Pharma
S465,C003,R008,V003,D009,2026-03-30 15:00:00,2026-03-30 15:01:00,2026-03-30 19:00:00,,Luxembourg,Reims,290,115,288,In Transit,Food
S466,C007,R004,V001,D007,2026-03-30 12:00:00,2026-03-30 12:30:00,2026-03-30 16:00:00,2026-03-30 16:10:00,Luxembourg,Brussels,188,125,327,Delivered,Pharma
S467,C020,R008,V006,D008,2026-03-30 08:00:00,2026-03-30 08:04:00,2026-03-30 12:00:00,2026-03-30 12:46:00,Luxembourg,Paris,268,123,142,Delivered,Food
S468,C004,R008,V008,D001,2026-03-30 10:00:00,2026-03-30 10:25:00,2026-03-30 14:00:00,2026-03-30 14:56:00,Luxembourg,Paris,315,121,140,Delivered,Food
S469,C010,R008,V007,D005,2026-03-30 13:00:00,2026-03-30 13:40:00,2026-03-30 17:00:00,2026-03-30 17:14:00,Luxembourg,Liege,286,62,532,Delivered,Chemicals
S470,C015,R002,V009,D002,2026-03-30 14:00:00,2026-03-30 14:03:00,2026-03-30 18:00:00,2026-03-30 18:49:00,Luxembourg,Paris,349,54,502,Delivered,Food
S471,C015,R010,V004,D008,2026-03-30 10:00:00,2026-03-30 10:28:00,2026-03-30 14:00:00,2026-03-30 14:12:00,Luxembourg,Brussels,178,102,267,Delivered,General
S472,C012,R002,V009,D007,2026-03-30 06:00:00,2026-03-30 06:07:00,2026-03-30 10:00:00,,Luxembourg,Nancy,311,60,487,In Transit,Food
S473,C019,R003,V003,D003,2026-03-30 05:00:00,2026-03-30 05:10:00,2026-03-30 09:00:00,,Luxembourg,Paris,76,127,415,In Transit,Chemicals
S474,C005,R004,V001,D010,2026-03-30 12:00:00,2026-03-30 12:18:00,2026-03-30 16:00:00,2026-03-30 16:05:00,Luxembourg,Liege,56,137,609,Delivered,Food
S475,C008,R004,V010,D008,2026-03-30 13:00:00,2026-03-30 13:00:00,2026-03-30 17:00:00,,Luxembourg,Metz,259,133,181,In Transit,General
